"","X","id","kraj","all","miasto","web","nazwa","twiter","me","orgn","city","state","wiki","lon","lat"
"26",26,"  Guadalajara","Mexico","  *  Guadalajara: [Guadalajara R Users group Meetup](https://www.meetup.com/Guadalajara-R-Users-Group-Meetup/)","  Guadalajara","https://www.meetup.com/Guadalajara-R-Users-Group-Meetup/","Guadalajara R Users group Meetup",NA,"131","Héctor N.","  Guadalajara",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Guadalajara%2C_M%C3%A9xico.jpg/1200px-Guadalajara%2C_M%C3%A9xico.jpg",13.3888599,52.5170365
"27",27,"  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group",NA,"572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg",13.3888599,52.5170365
"28",28,"  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group",NA,"572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg",13.3888599,52.5170365
"29",29,"  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group",NA,"572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg",13.3888599,52.5170365
"30",30,"  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group",NA,"572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg",13.3888599,52.5170365
"31",31,"  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group",NA,"572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg",13.3888599,52.5170365
"32",32,"  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group",NA,"419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png",13.3888599,52.5170365
"33",33,"  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group",NA,"419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png",13.3888599,52.5170365
"34",34,"  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group",NA,"419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png",13.3888599,52.5170365
"35",35,"  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group",NA,"419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png",13.3888599,52.5170365
"36",36,"  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group",NA,"419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png",13.3888599,52.5170365
"37",37,"  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam",NA,NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg",13.3888599,52.5170365
"38",38,"  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam",NA,NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg",13.3888599,52.5170365
"39",39,"  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam",NA,NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg",13.3888599,52.5170365
"40",40,"  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam",NA,NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg",13.3888599,52.5170365
"41",41,"  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam",NA,NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg",13.3888599,52.5170365
"42",42,"  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group",NA,"96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg",13.3888599,52.5170365
"43",43,"  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group",NA,"96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg",13.3888599,52.5170365
"44",44,"  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group",NA,"96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg",13.3888599,52.5170365
"45",45,"  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group",NA,"96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg",13.3888599,52.5170365
"46",46,"  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group",NA,"96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg",13.3888599,52.5170365
"47",47,"  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group",NA,"768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png",13.3888599,52.5170365
"48",48,"  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group",NA,"768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png",13.3888599,52.5170365
"49",49,"  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group",NA,"768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png",13.3888599,52.5170365
"50",50,"  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group",NA,"768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png",13.3888599,52.5170365
"51",51,"  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group",NA,"768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png",13.3888599,52.5170365
"52",52,"  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing",NA,"220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg",13.3888599,52.5170365
"53",53,"  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing",NA,"220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg",13.3888599,52.5170365
"54",54,"  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing",NA,"220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg",13.3888599,52.5170365
"55",55,"  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing",NA,"220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg",13.3888599,52.5170365
"56",56,"  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing",NA,"220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg",13.3888599,52.5170365
"57",57,"  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon",NA,"124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg",13.3888599,52.5170365
"58",58,"  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon",NA,"124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg",13.3888599,52.5170365
"59",59,"  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon",NA,"124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg",13.3888599,52.5170365
"60",60,"  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon",NA,"124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg",13.3888599,52.5170365
"61",61,"  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon",NA,"124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg",13.3888599,52.5170365
"62",62,"  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar",NA,"193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://",13.3888599,52.5170365
"63",63,"  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar",NA,"193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://",13.3888599,52.5170365
"64",64,"  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar",NA,"193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://",13.3888599,52.5170365
"65",65,"  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar",NA,"193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://",13.3888599,52.5170365
"66",66,"  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar",NA,"193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://",13.3888599,52.5170365
"67",67,"  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group",NA,NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg",13.3888599,52.5170365
"68",68,"  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group",NA,NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg",13.3888599,52.5170365
