"","id","kraj","all","miasto","web","nazwa","twiter","me","orgn","city","state","wiki"
"1","  Berlin","Germany","  *  Berlin: [Berlin R Users Group](https://www.meetup.com/Berlin-R-Users-Group/ )","  Berlin","https://www.meetup.com/Berlin-R-Users-Group/ ","Berlin R Users Group","","1,509","Berry B.","  Berlin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Berlin_Skyline_Fernsehturm_02.jpg/1200px-Berlin_Skyline_Fernsehturm_02.jpg"
"2","  Berlin","Germany","  *  Berlin: [Berlin R Users Group](https://www.meetup.com/Berlin-R-Users-Group/ )","  Berlin","https://www.meetup.com/Berlin-R-Users-Group/ ","Berlin R Users Group","","1,509","Berry B.","  Berlin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Berlin_Skyline_Fernsehturm_02.jpg/1200px-Berlin_Skyline_Fernsehturm_02.jpg"
"3","  Berlin","Germany","  *  Berlin: [Berlin R Users Group](https://www.meetup.com/Berlin-R-Users-Group/ )","  Berlin","https://www.meetup.com/Berlin-R-Users-Group/ ","Berlin R Users Group","","1,509","Berry B.","  Berlin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Berlin_Skyline_Fernsehturm_02.jpg/1200px-Berlin_Skyline_Fernsehturm_02.jpg"
"4","  Berlin","Germany","  *  Berlin: [Berlin R Users Group](https://www.meetup.com/Berlin-R-Users-Group/ )","  Berlin","https://www.meetup.com/Berlin-R-Users-Group/ ","Berlin R Users Group","","1,509","Berry B.","  Berlin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Berlin_Skyline_Fernsehturm_02.jpg/1200px-Berlin_Skyline_Fernsehturm_02.jpg"
"5","  Berlin","Germany","  *  Berlin: [Berlin R Users Group](https://www.meetup.com/Berlin-R-Users-Group/ )","  Berlin","https://www.meetup.com/Berlin-R-Users-Group/ ","Berlin R Users Group","","1,509","Berry B.","  Berlin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Berlin_Skyline_Fernsehturm_02.jpg/1200px-Berlin_Skyline_Fernsehturm_02.jpg"
"6","  Bochum","Germany","  *  Bochum: [R Users Group Bochum/Ruhr](https://user.ruhr-uni-bochum.de/); [\@useR_bochum](https://twitter.com/useR_bochum)","  Bochum","https://user.ruhr-uni-bochum.de/","R Users Group Bochum/Ruhr","",NA,NA,"  Bochum",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bochum_%28DerHexer%29_2010-08-12_050.jpg/1200px-Bochum_%28DerHexer%29_2010-08-12_050.jpg"
"7","  Bochum","Germany","  *  Bochum: [R Users Group Bochum/Ruhr](https://user.ruhr-uni-bochum.de/); [\@useR_bochum](https://twitter.com/useR_bochum)","  Bochum","https://user.ruhr-uni-bochum.de/","R Users Group Bochum/Ruhr","",NA,NA,"  Bochum",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bochum_%28DerHexer%29_2010-08-12_050.jpg/1200px-Bochum_%28DerHexer%29_2010-08-12_050.jpg"
"8","  Bochum","Germany","  *  Bochum: [R Users Group Bochum/Ruhr](https://user.ruhr-uni-bochum.de/); [\@useR_bochum](https://twitter.com/useR_bochum)","  Bochum","https://user.ruhr-uni-bochum.de/","R Users Group Bochum/Ruhr","",NA,NA,"  Bochum",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bochum_%28DerHexer%29_2010-08-12_050.jpg/1200px-Bochum_%28DerHexer%29_2010-08-12_050.jpg"
"9","  Bochum","Germany","  *  Bochum: [R Users Group Bochum/Ruhr](https://user.ruhr-uni-bochum.de/); [\@useR_bochum](https://twitter.com/useR_bochum)","  Bochum","https://user.ruhr-uni-bochum.de/","R Users Group Bochum/Ruhr","",NA,NA,"  Bochum",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bochum_%28DerHexer%29_2010-08-12_050.jpg/1200px-Bochum_%28DerHexer%29_2010-08-12_050.jpg"
"10","  Bochum","Germany","  *  Bochum: [R Users Group Bochum/Ruhr](https://user.ruhr-uni-bochum.de/); [\@useR_bochum](https://twitter.com/useR_bochum)","  Bochum","https://user.ruhr-uni-bochum.de/","R Users Group Bochum/Ruhr","",NA,NA,"  Bochum",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bochum_%28DerHexer%29_2010-08-12_050.jpg/1200px-Bochum_%28DerHexer%29_2010-08-12_050.jpg"
"11","  Brest","France","  *  Brest: [DataScience Brest](https://www.meetup.com/fr-FR/Data-Science-Brest/)","  Brest","https://www.meetup.com/fr-FR/Data-Science-Brest/","DataScience Brest","","308","Maxime H.","  Brest",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG/1200px-Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG"
"12","  Brest","France","  *  Brest: [DataScience Brest](https://www.meetup.com/fr-FR/Data-Science-Brest/)","  Brest","https://www.meetup.com/fr-FR/Data-Science-Brest/","DataScience Brest","","308","Maxime H.","  Brest",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG/1200px-Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG"
"13","  Brest","France","  *  Brest: [DataScience Brest](https://www.meetup.com/fr-FR/Data-Science-Brest/)","  Brest","https://www.meetup.com/fr-FR/Data-Science-Brest/","DataScience Brest","","308","Maxime H.","  Brest",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG/1200px-Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG"
"14","  Brest","France","  *  Brest: [DataScience Brest](https://www.meetup.com/fr-FR/Data-Science-Brest/)","  Brest","https://www.meetup.com/fr-FR/Data-Science-Brest/","DataScience Brest","","308","Maxime H.","  Brest",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG/1200px-Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG"
"15","  Brest","France","  *  Brest: [DataScience Brest](https://www.meetup.com/fr-FR/Data-Science-Brest/)","  Brest","https://www.meetup.com/fr-FR/Data-Science-Brest/","DataScience Brest","","308","Maxime H.","  Brest",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG/1200px-Brest_-_Le_Ch%C3%A2teau_-_PA00089847_-_011.JPG"
"16","  Dresden","Germany","  *  Dresden: [R User Group Dresden](http://rusersdresden.wordpress.com/)","  Dresden","http://rusersdresden.wordpress.com/","R User Group Dresden","",NA,NA,"  Dresden",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Dresden_montage.JPG"
"17","  Dresden","Germany","  *  Dresden: [R User Group Dresden](http://rusersdresden.wordpress.com/)","  Dresden","http://rusersdresden.wordpress.com/","R User Group Dresden","",NA,NA,"  Dresden",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Dresden_montage.JPG"
"18","  Dresden","Germany","  *  Dresden: [R User Group Dresden](http://rusersdresden.wordpress.com/)","  Dresden","http://rusersdresden.wordpress.com/","R User Group Dresden","",NA,NA,"  Dresden",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Dresden_montage.JPG"
"19","  Dresden","Germany","  *  Dresden: [R User Group Dresden](http://rusersdresden.wordpress.com/)","  Dresden","http://rusersdresden.wordpress.com/","R User Group Dresden","",NA,NA,"  Dresden",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Dresden_montage.JPG"
"20","  Dresden","Germany","  *  Dresden: [R User Group Dresden](http://rusersdresden.wordpress.com/)","  Dresden","http://rusersdresden.wordpress.com/","R User Group Dresden","",NA,NA,"  Dresden",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Dresden_montage.JPG"
"21","  Grenoble","France","  *  Grenoble: [R in Grenoble](https://r-in-grenoble.github.io/)","  Grenoble","https://r-in-grenoble.github.io/","R in Grenoble","",NA,NA,"  Grenoble",NA,"https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png"
"22","  Grenoble","France","  *  Grenoble: [R in Grenoble](https://r-in-grenoble.github.io/)","  Grenoble","https://r-in-grenoble.github.io/","R in Grenoble","",NA,NA,"  Grenoble",NA,"https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png"
"23","  Grenoble","France","  *  Grenoble: [R in Grenoble](https://r-in-grenoble.github.io/)","  Grenoble","https://r-in-grenoble.github.io/","R in Grenoble","",NA,NA,"  Grenoble",NA,"https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png"
"24","  Grenoble","France","  *  Grenoble: [R in Grenoble](https://r-in-grenoble.github.io/)","  Grenoble","https://r-in-grenoble.github.io/","R in Grenoble","",NA,NA,"  Grenoble",NA,"https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png"
"25","  Grenoble","France","  *  Grenoble: [R in Grenoble](https://r-in-grenoble.github.io/)","  Grenoble","https://r-in-grenoble.github.io/","R in Grenoble","",NA,NA,"  Grenoble",NA,"https://upload.wikimedia.org/wikipedia/commons/2/23/Panorama_grenoble.png"
"26","  Guadalajara","Mexico","  *  Guadalajara: [Guadalajara R Users group Meetup](https://www.meetup.com/Guadalajara-R-Users-Group-Meetup/)","  Guadalajara","https://www.meetup.com/Guadalajara-R-Users-Group-Meetup/","Guadalajara R Users group Meetup","","131","Héctor N.","  Guadalajara",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Guadalajara%2C_M%C3%A9xico.jpg/1200px-Guadalajara%2C_M%C3%A9xico.jpg"
"27","  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group","","572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg"
"28","  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group","","572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg"
"29","  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group","","572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg"
"30","  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group","","572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg"
"31","  Hamburg","Germany","  *  Hamburg: [Hamburg R User Group](https://www.meetup.com/Hamburg-R-User-Group/)","  Hamburg","https://www.meetup.com/Hamburg-R-User-Group/","Hamburg R User Group","","572","Christian M.","  Hamburg",NA,"https://upload.wikimedia.org/wikipedia/commons/d/df/00_9920_Hamburg_St._Michaelis.jpg"
"32","  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group","","419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png"
"33","  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group","","419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png"
"34","  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group","","419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png"
"35","  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group","","419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png"
"36","  Hannover","Germany","  *  Hannover: [Hannover R User Group](https://www.meetup.com/de-DE/Hannover-R-User-Group/) ","  Hannover","https://www.meetup.com/de-DE/Hannover-R-User-Group/","Hannover R User Group","","419","Sven P.","  Hannover",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Hannover_in_H.svg/1200px-Hannover_in_H.svg.png"
"37","  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam","",NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg"
"38","  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam","",NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg"
"39","  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam","",NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg"
"40","  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam","",NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg"
"41","  Jouy-en-Josas","France","  *  Jouy-en-Josas: [R4Ciam](http://ciam.inra.fr/r4ciam/)","  Jouy-en-Josas","http://ciam.inra.fr/r4ciam/","R4Ciam","",NA,NA,"  Jouy-en-Josas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg/1200px-Jouy-en-Josas_Ch%C3%A2teau_HEC-CRC.jpg"
"42","  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group","","96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg"
"43","  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group","","96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg"
"44","  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group","","96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg"
"45","  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group","","96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg"
"46","  Kassel","Germany","  *  Kassel: [Kasseler useR Group](https://www.meetup.com/Kassel-useR-Group/)","  Kassel","https://www.meetup.com/Kassel-useR-Group/","Kasseler useR Group","","96","Oliver B.","  Kassel",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schlosspark_Wilhelmsh%C3%B6he_001.jpg/1200px-Schlosspark_Wilhelmsh%C3%B6he_001.jpg"
"47","  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group","","768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png"
"48","  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group","","768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png"
"49","  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group","","768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png"
"50","  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group","","768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png"
"51","  Köln","Germany","  *  Köln: [Köln R User Group](https://www.meetup.com/KoelnRUG/)","  Köln","https://www.meetup.com/KoelnRUG/","Köln R User Group","","768","Jessica P.","  Köln",NA,"https://upload.wikimedia.org/wikipedia/commons/2/2a/Cologne_montage.png"
"52","  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing","","220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg"
"53","  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing","","220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg"
"54","  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing","","220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg"
"55","  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing","","220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg"
"56","  Leipzig","Germany","  *  Leipzig: [Leipzig R Statistical Computing](https://www.meetup.com/Leipzig-R-statistical-computing/)","  Leipzig","https://www.meetup.com/Leipzig-R-statistical-computing/","Leipzig R Statistical Computing","","220","Mandy V.","  Leipzig",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Leipzig_Fockeberg_Zentrum.jpg/1200px-Leipzig_Fockeberg_Zentrum.jpg"
"57","  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon","","124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg"
"58","  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon","","124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg"
"59","  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon","","124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg"
"60","  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon","","124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg"
"61","  Lyon","France","  *  Lyon: [RLyon](https://www.meetup.com/R-Lyon/)","  Lyon","https://www.meetup.com/R-Lyon/","RLyon","","124","Stéphane D.","  Lyon",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Lyon-Paysages.jpg"
"62","  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar","","193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://"
"63","  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar","","193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://"
"64","  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar","","193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://"
"65","  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar","","193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://"
"66","  Mannheim/Ludwigshafen/Heidelberg","Germany","  *  Mannheim/Ludwigshafen/Heidelberg: [R User Group Rhein-Neckar](https://www.meetup.com/R-User-Group-Rhein-Neckar)","  Mannheim/Ludwigshafen/Heidelberg","https://www.meetup.com/R-User-Group-Rhein-Neckar","R User Group Rhein-Neckar","","193","Friedrich S.","  Mannheim/Ludwigshafen/Heidelberg",NA,"https://"
"67","  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group","",NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg"
"68","  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group","",NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg"
"69","  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group","",NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg"
"70","  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group","",NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg"
"71","  Marburg","Germany","  *  Marburg: [Marburg R Local User Group](http://www.r-marburg.de/)","  Marburg","http://www.r-marburg.de/","Marburg R Local User Group","",NA,NA,"  Marburg",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Marburg_Schloss.jpg/1200px-Marburg_Schloss.jpg"
"72","  Marseille","France","  *  Marseille: [R user group Aix-Marseille](https://www.meetup.com/R-user-group-Aix-Marseille/)","  Marseille","https://www.meetup.com/R-user-group-Aix-Marseille/","R user group Aix-Marseille","","241","Joel G.","  Marseille",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/1200px-MarseillePaysage.jpg"
"73","  Marseille","France","  *  Marseille: [R user group Aix-Marseille](https://www.meetup.com/R-user-group-Aix-Marseille/)","  Marseille","https://www.meetup.com/R-user-group-Aix-Marseille/","R user group Aix-Marseille","","241","Joel G.","  Marseille",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/1200px-MarseillePaysage.jpg"
"74","  Marseille","France","  *  Marseille: [R user group Aix-Marseille](https://www.meetup.com/R-user-group-Aix-Marseille/)","  Marseille","https://www.meetup.com/R-user-group-Aix-Marseille/","R user group Aix-Marseille","","241","Joel G.","  Marseille",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/1200px-MarseillePaysage.jpg"
"75","  Marseille","France","  *  Marseille: [R user group Aix-Marseille](https://www.meetup.com/R-user-group-Aix-Marseille/)","  Marseille","https://www.meetup.com/R-user-group-Aix-Marseille/","R user group Aix-Marseille","","241","Joel G.","  Marseille",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/1200px-MarseillePaysage.jpg"
